label,message,clean_text
0,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,i m way home went change batt 4 watch go shop bit lor
1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,yes only place town meet exciting adult singles now uk txt chat 86688 now 150p msg
0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",hi mobile no lt gt added contact list url s great place send free sms people more visit fullonsms com
0,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",good evening sir hope having nice day i wanted bring notice i late paying rent past few months pay cur lt gt charge i felt would inconsiderate nag about something give great cost yourself s why i didnt speak up i however recession wont able pay charge month hence askin well ahead month s end can please help thank everything
0,"If i let you do this, i want you in the house by 8am.",i let i want house 8am
0,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",best line said love i will wait till day i can forget u day u realize u cannot forget gn
0,I will reach before ten morning,i will reach before ten morning
0,Your pussy is perfect!,pussy perfect
0,"Sorry, I'll call later",sorry i ll call later
1,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",someone contacted dating service entered phone becausethey fancy find out who call landline 09058098002 pobox1 w14rg 150p
0,No message..no responce..what happend?,no message no responce what happend
0,Also where's the piece,also where s piece
0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
0,Boo. How's things? I'm back at home and a little bored already :-(,boo how s things i m back home little bored already
0,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,first gained more lt gt kg since took second done blood sugar tests ok blood pressure within normal limits no worries
0,PICK UR FONE UP NOW U DUMB?,pick ur fone up now u dumb
0,"Thanks da thangam, i feel very very happy dear. I also miss you da.",thanks da thangam i feel very very happy dear i also miss da
0,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff.",okey doke i m home not dressed cos laying around ill speak later bout times stuff
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,i don t run away frm u i walk slowly amp kills u don t care enough stop
0,"Babe, I'm back ... Come back to me ...",babe i m back come back
0,Well you told others you'd marry them...,well told others d marry
0,Neshanth..tel me who r u?,neshanth tel who r u
0,YO YO YO BYATCH WHASSUP?,yo yo yo byatch whassup
0,Oh... Kay... On sat right?,oh kay sat right
0,Hi! This is Roger from CL. How are you?,hi roger cl how
1,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),babe u want dont u baby im nasty thing 4 filthyguys fancy rude time sexy bitch how about go slo n hard txt xxx slo 4msgs
0,Oh oh... Wasted... Den muz chiong on sat n sun liao...,oh oh wasted den muz chiong sat n sun liao
0,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,jesus christ bitch i m trying give drugs answer fucking phone
0,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,please give 2 i will pick up tuesday evening about 8 ok
0,I'm meeting Darren...,i m meeting darren
0,One of best dialogue in cute reltnship..!! \Wen i Die,one best dialogue cute reltnship wen i die
0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve d case man found murdered lt decimal gt lt gt afternoon 1 wife called police 2 police questioned everyone 3 wife sir i sleeping when murder took place 4 cook i cooking 5 gardener i picking vegetables 6 house maid i went 2 d post office 7 children went 2 play 8 neighbour went 2 marriage police arrested d murderer immediately who s reply reason u r brilliant
0,Dear where you will be when i reach there,dear where will when i reach there
0,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),aww s first time u said u missed without asking i missed u first love
0,Ok... Thanx... Gd nite 2 Ì_ too...,ok thanx gd nite 2 too
0,"Come to me right now, Ahmad",come right now ahmad
1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,i don t know u u don t know send chat 86688 now let s find each other only 150p msg rcvd hg suite342 2lands row w1j6hl ldn 18 years over
0,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,lol please actually send pic yourself right now i wanna see pose comb hair dryer something
0,O was not into fps then.,o not into fps
0,Huh means computational science... Y they like dat one push here n there...,huh means computational science y like dat one push here n there
0,"Could you not read me, my Love ? I answered you",could not read love i answered
0,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,oh lk tt den take e one tt ends cine lor dun wan yogasana oso can
0,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",madam regret disturbance might receive reference check dlf premarica kindly informed rgds rakhesh kerala
1,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,sms services inclusive text credits pls gotto url login 3qxj9 unsubscribe stop no extra charge help 08702840625 comuk 220cm2 9ae
0,Oic... Then better quickly go bathe n settle down...,oic better quickly go bathe n settle down
0,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,err cud i m going 8pm i haven t got way contact until
0,A bloo bloo bloo I'll miss the first bowl,bloo bloo bloo i ll miss first bowl
0,Lmao but its so fun...,lmao fun
0,Oh k k:)but he is not a big hitter.anyway good,oh k k not big hitter anyway good
0,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,hey i almost forgot happy b day babe i love ya
1,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,valentines day special win over cur 1000 quiz take partner trip lifetime send go 83600 now 150p msg rcvd custcare 08718720201
0,Do you think i can move  &lt;#&gt;  in a week,think i can move lt gt week
0,She.s find. I sent you an offline message to know how anjola's now.,s find i sent offline message know how anjola s now
1,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,guess who i first time i created web page url read all i wrote i m waiting opinions i want friend 1 1
0,How was txting and driving,how txting driving
0,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,s good lets thank god please complete drug lots water beautiful day
0,Really dun bluff me leh... U sleep early too. Nite...,really dun bluff leh u sleep early too nite
0,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",indians r poor india not poor country says one swiss bank directors says lt gt lac crore indian money deposited swiss banks which can used taxless budget lt gt yrs can give lt gt crore jobs all indians any village delhi 4 lane roads forever free power suply more lt gt social projects every citizen can get monthly lt gt lt gt yrs no need world bank amp imf loan think how money blocked rich politicians full rights against corrupt politicians itna forward karo ki pura india padhe g m
0,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,uncle boye i need movies oh guide plus know torrents not particularly legal here system slowing down what should i gr8 day plus started cos i dont meet online how honey moon
0,Oh ya ya. I remember da. .,oh ya ya i remember da
0,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,btw regarding should really try see anyone else can 4th guy before commit random dude
1,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",ur chance win cur 250 cash every wk txt play 83370 t s c s url custcare 08715705022 1x150p wk
0,I not busy juz dun wan 2 go so early.. Hee..,i not busy juz dun wan 2 go early hee
0,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,rightio 11 48 well arent all up bright early morning
0,"Great. I'm in church now, will holla when i get out",great i m church now will holla when i get out
0,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,back brum thanks putting us up keeping us all happy see soon
0,I donno if they are scorable,i donno scorable
0,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,lt gt great loxahatchee xmas tree burning update can totally see stars here
0,"Yes but i dont care! I need you bad, princess!",yes i dont care i need bad princess
0,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",guy kadeem hasn t selling since break i know one other guy s paranoid fuck doesn t like selling without there i can t up there til late tonight
0,"Sorry, I'll call later",sorry i ll call later
0,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,tmr brin lar aiya later i come n c lar mayb neva set properly got da help sheet wif
0,Do u knw dis no. &lt;#&gt; ?,u knw dis no lt gt
0,Then she dun believe wat?,dun believe wat
0,K..give back my thanks.,k give back thanks
0,I know complain num only..bettr directly go to bsnl offc nd apply for it..,i know complain num only bettr directly go bsnl offc nd apply
0,Okay. I've seen it. So i should pick it on friday?,okay i ve seen i should pick friday
0,How much she payed. Suganya.,how much payed suganya
0,Left dessert. U wan me 2 go suntec look 4 u?,left dessert u wan 2 go suntec look 4 u
0,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",abeg make profit start using get sponsors next event
0,Onum ela pa. Normal than.,onum ela pa normal
0,K.k..how is your sister kids?,k k how sister kids
0,"Cool, I'll text you when I'm on the way",cool i ll text when i m way
0,Nope. Meanwhile she talk say make i greet you.,nope meanwhile talk say make i greet
0,i cant talk to you now.i will call when i can.dont keep calling.,i cant talk now i will call when i can dont keep calling
0,Anything lar...,anything lar
0,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",rose needs water season needs change poet needs imagination phone needs ur sms i need ur lovely frndship forever
0,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",good afternoon babe how goes day any job prospects yet i miss love sighs
0,They will pick up and drop in car.so no problem..,will pick up drop car no problem
0,S.i think he is waste for rr..,s i think waste rr
0,He is world famamus....,world famamus
0,Is there coming friday is leave for pongal?do you get any news from your work place.,there coming friday leave pongal get any news work place
0,Lol well don't do it without me. We could have a big sale together.,lol well don t without could big sale together
0,* Am on my way,way
0,Eat at old airport road... But now 630 oredi... Got a lot of pple...,eat old airport road now 630 oredi got lot pple
0,"sry can't talk on phone, with parents",sry can t talk phone parents
1,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",final chance claim ur cur 150 worth discount vouchers today text yes 85023 now savamob member offers mobile t cs savamob pobox84 m263uz cur 3 00 subs 16
0,Ok lor wat time Ì_ finish?,ok lor wat time finish
0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",princess i like make love lt gt times per night hope thats not problem
0,Mm i am on the way to railway,mm i way railway
0,i dnt wnt to tlk wid u,i dnt wnt tlk wid u
0,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",i m done i m sorry i hope next space gives everything want remember all furniture i m not around when move just lock all locks leave key jenne
0,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,not yet just i d like keep touch will easiest way barcelona way how ru how house
1,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sppok up ur mob halloween collection nokia logo pic message plus free eerie tone txt card spook 8007
1,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",urgent call 09066612661 landline complementary 4 tenerife holiday cur 10 000 cash await collection sae t cs po box 3 wa14 2px 150ppm 18 sender hol offer
0,K.:)do it at evening da:)urgent:),k evening da urgent
0,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,pansy ve living jungle two years driving should more worried about
0,Mm have some kanji dont eat anything heavy ok,mm some kanji dont eat anything heavy ok
0,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,only promise getting out soon can ll text morning let know made ok
0,Lol that's different. I don't go trying to find every real life photo you ever took.,lol s different i don t go trying find every real life photo ever took
0,I dont thnk its a wrong calling between us,i dont thnk wrong calling between us
0,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,k ill drink pa what i need srs model pls send mail id pa
0,Aiyah e rain like quite big leh. If drizzling i can at least run home.,aiyah e rain like quite big leh drizzling i can least run home
0,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,i 2 docs appointments next week i m tired shoving stuff up ugh why couldn t i normal body
0,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,dun b sad s over dun thk abt already concentrate ur other papers k
0,"Greetings me, ! Consider yourself excused.",greetings consider yourself excused
0,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,no drama pls i enough family while i struggling hot sun strange place no reason why there should ego not going not invited when actually necessity go wait very serious reppurcussions
0,they released another Italian one today and it has a cosign option,released another italian one today cosign option
0,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",mu should try figure out how much money everyone gas alcohol jay i trying figure out weed budget
1,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,winner valued network customer hvae selected receive cur 900 reward collect call 09061701444 valid 24 hours only acl03530150pm
0,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,hcl chennai requires freshers voice process excellent english needed salary upto lt gt call ms suman lt gt telephonic interview via indyarocks com
0,Dai what this da.. Can i send my resume to this id.,dai what da can i send resume id
0,"I know where the  &lt;#&gt;  is, I'll be there around 5",i know where lt gt i ll there around 5
0,Yup i've finished c Ì_ there...,yup i ve finished c there
0,Remember to ask alex about his pizza,remember ask alex about pizza
0,No da..today also i forgot..,no da today also i forgot
0,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ola would get back maybe not today i ve told can direct link us getting cars bids online arrange shipping get cut u partnership where u invest money shipping takes care rest u wud b self reliant soon dnt worry
0,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,fwiw reason i m only around when s time smoke because gas i can only afford around when someone tells apparently only happens when somebody wants light up
0,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",hello boytoy i made home constant thought love i hope having nice visit i can t wait till come home kiss
0,Congrats kano..whr s the treat maga?,congrats kano whr s treat maga
0,Who u talking about?,who u talking about
0,Yup...,yup
0,Ok...,ok
0,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",u wake up already wat u u picking us up later rite i m taking sq825 reaching ard 7 smth 8 like dat u can check e arrival time c ya soon
0,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,yunny i m walking citylink now faster come down very hungry
0,Er yep sure. Props?,er yep sure props
0,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",hiya u paying money into account thanks got pleasant surprise when i checked balance u c i don t get statements 4 acc
1,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,u won nokia 6230 plus free digital camera what u get when u win free auction take part send nokia 83383 now pobox114 14tcr w1 16
0,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ok ill send lt decimal gt ok
0,Bognor it is! Should be splendid at this time of year.,bognor should splendid time year
0,Yes.i'm in office da:),yes i m office da
0,"Sorry, I'll call later",sorry i ll call later
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy s father john john name joy s father mandan
0,Ok. I only ask abt e movie. U wan ktv oso?,ok i only ask abt e movie u wan ktv oso
0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,misplaced number sending texts old number wondering why i ve not heard year all best mcat got number atlanta friends
0,"Sorry, I'll call later",sorry i ll call later
0,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,dunno lei i might b eatin wif frens wan eat i wait 4 lar
0,"Sorry, I'll call later",sorry i ll call later
1,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entry into cur 250 weekly comp just send word win 80086 now 18 t c url
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowly god i love amp i need clean heart blood send ten special people amp u c miracle tomorrow pls pls
0,Do u noe how 2 send files between 2 computers?,u noe how 2 send files between 2 computers
0,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",mmmmm i loved waking words morning i miss too love i hope day goes well happy i wait us together again
0,jay says he'll put in  &lt;#&gt;,jay says ll put lt gt
0,Can you just come in for a sec? There's somebody here I want you to see,can just come sec there s somebody here i want see
0,So the sun is anti sleep medicine.,sun anti sleep medicine
0,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,what s happening gotten job begun registration permanent residency
0,Yup ok...,yup ok
0,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,glad went well come over 11 ll plenty time before claire goes work
0,Ok enjoy . R u there in home.,ok enjoy r u there home
0,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",can pls pls send mail all know about relatives coming deliver here all know about costs risks benefits anything else thanks
0,You do what all you like,what all like
0,That's y we haf to combine n c how lor...,s y haf combine n c how lor
0,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,monthly amount not terrible will not pay anything till 6months after finishing school
0,Hmmm:)how many players selected?,hmmm how many players selected
0,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",said gonna snow will start around 8 9 pm tonite predicting inch accumulation
0,I dont. Can you send it to me. Plus how's mode.,i dont can send plus how s mode
0,Aiyo please Ì_ got time meh.,aiyo please got time meh
0,Package all your programs well,package all programs well
0,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",sister belongs 2 family d hope tomorrow pray 4 who fated 4 d shoranur train incident lets hold hands together amp fuelled love amp concern prior 2 grief amp pain pls join dis chain amp pass stop violence against women
0,So are you guys asking that i get that slippers again or its gone with last year,guys asking i get slippers again gone last year
0,Company is very good.environment is terrific and food is really nice:),company very good environment terrific food really nice
1,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",text82228 get more ringtones logos games url questions info txt82228 co uk
0,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honestly i ve just made lovely cup tea promptly dropped keys burnt fingers getting out
0,Yup but not studying surfing lor. I'm in e lazy mode today.,yup not studying surfing lor i m e lazy mode today
0,Please sen :)my kind advice :-)please come here and try:-),please sen kind advice please come here try
0,I'm done. C Ì_ there.,i m done c there
0,"Oh fine, I'll be by tonight",oh fine i ll tonight
0,ÌÏ give me some time to walk there.,give some time walk there
0,I'll reach in ard 20 mins ok...,i ll reach ard 20 mins ok
1,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",freemsg awarded free mini digital camera just reply snap collect prize quizclub opt out stop 80122300p wk sp rwm ph 08704050406
0,Fuck babe ... What happened to you ? How come you never came back?,fuck babe what happened how come never came back
1,This message is brought to you by GMW Ltd. and is not connected to the,message brought gmw ltd not connected
0,"Some friends want me to drive em someplace, probably take a while",some friends want drive em someplace probably take while
0,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,i also thk too fast xy suggest one not u dun wan s ok going 2 rain leh where got gd
0,Are you still getting the goods.,still getting goods
0,And maybe some pressies,maybe some pressies
0,"Yeah I am, so I'll leave maybe 7ish?",yeah i i ll leave maybe 7ish
0,K..k..i'm also fine:)when will you complete the course?,k k i m also fine when will complete course
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",under sea there lays rock rock there envelope envelope there paper paper there 3 words
0,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,i told i dr appt next week thinks i m gonna die i told just check nothing worried about didn t listen
0,You in your room? I need a few,room i need few
0,I dont want to hear anything,i dont want hear anything
0,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,hey there no leave friday wait i will ask superior tell
0,Ultimately tor motive tui achieve korli.,ultimately tor motive tui achieve korli
0,From 5 to 2 only my work timing.,5 2 only work timing
0,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,don t worry ll finished march ish
0,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",house water dock boat rolled up newscaster who dabbles jazz flute behind wheel
1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrats 2 mobile 3g videophones r call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p
1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,next amazing xxx picsfree1 video will sent enjoy one vid not enough 2day text back keyword picsfree1 get next video
0,Now thats going to ruin your thesis!,now thats going ruin thesis
0,In sch but neva mind u eat 1st lor..,sch neva mind u eat 1st lor
0,Hey whats up? U sleeping all morning?,hey whats up u sleeping all morning
0,Erm. I thought the contract ran out the4th of october.,erm i thought contract ran out the4th october
0,I dunno until when... Lets go learn pilates...,i dunno until when lets go learn pilates
1,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,u subscribed best mobile content service uk cur 3 per ten days until send stop 83435 helpline 08706091795
0,Yup i'm elaborating on the safety aspects and some other issues..,yup i m elaborating safety aspects some other issues
1,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",3 free tarot texts find out about love life now try 3 free text chance 85555 16 only after 3 free msgs cur 1 50 each
0,"Goodmorning, today i am late for 1hr.",goodmorning today i late 1hr
0,Hi happy birthday. Hi hi hi hi hi hi hi,hi happy birthday hi hi hi hi hi hi hi
0,I will be outside office take all from there,i will outside office take all there
0,If you don't respond imma assume you're still asleep and imma start calling n shit,don t respond imma assume re still asleep imma start calling n shit
0,"Aight, see you in a bit",aight see bit
0,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),superior telling friday leave all other department except will leave any way call waheed fathima hr conform
1,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,join uk s horniest dogging service u can sex 2nite just sign up follow instructions txt entry 69888 now nyt ec2a 3lp msg 150p
0,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,lol i take member how i said aunt flow didn t visit 6 months s cause i developed ovarian cysts bc only way shrink
0,Still work going on:)it is very small house.,still work going very small house
0,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",friend just got here says s upping order few grams s got cur lt gt when can get here
0,Tmr timin still da same wat cos i got lesson until 6...,tmr timin still da same wat cos i got lesson until 6
0,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",s thing apes u can fight death keep something minute when u let go thats
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,sunshine quiz wkly q win top sony dvd player u know which country liverpool played mid week txt ansr 82277 cur 1 50 sp tyrone
0,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,no i m not gonna able too late notice i ll home few weeks anyway what plans
0,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",got fujitsu ibm hp toshiba got lot model how say
0,Okie... Thanx...,okie thanx
0,"Gosh that , what a pain. Spose I better come then.",gosh what pain spose i better come
0,"As usual..iam fine, happy &amp; doing well..:)",usual iam fine happy amp well
0,Okie,okie
0,So when you gonna get rimac access,when gonna get rimac access
0,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",im arestaurant eating squid i will out about 10 30 wanna dosomething late
0,You call times job today ok umma and ask them to speed up,call times job today ok umma ask speed up
0,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",hello u call wen u finish wrk i fancy meetin up wiv u all tonite i need break dabooks 4 hrs last nite 2 today wrk
0,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,r u sam p eachother meet can go 2 house
0,:-) yeah! Lol. Luckily i didn't have a starring role like you!,yeah lol luckily i didn t starring role like
0,Hello madam how are you ?,hello madam how
0,"Awesome, text me when you're restocked",awesome text when re restocked
0,"As usual..iam fine, happy &amp; doing well..:)",usual iam fine happy amp well
1,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,knock knock txt whose there 80082 enter r weekly draw 4 cur 250 gift voucher 4 store yr choice t cs url age16 stoptxtstop cur 1 50 week
0,Yes. It's all innocent fun. O:-),yes s all innocent fun o
0,Thanks for sending this mental ability question..,thanks sending mental ability question
0,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",sir hope day going smoothly i really hoped i wont bother about i some bills i can t settle month i out all extra cash i know challenging time also i let know
